Complaint_ID,User_Name,Location,Input_Type,Complaint_Text,Category,Severity,Status,Date,Accuracy
CMP800807,User_91590,Kanchipuram,Web Portal,Requesting regular police patrolling during the night to prevent house burglaries.,Public Safety & Law Issues,Low,In Progress,2025-09-19,0.95
CMP800808,User_88372,Erode,Web Portal,Live electrical wires are hanging dangerously low near the school entrance.,Electricity Issues,Low,Resolved,2025-04-10,0.95
CMP800809,User_49179,Erode,Mobile App,"Street dogs are chasing bikers at night, leading to serious road accidents.",Public Safety & Law Issues,Low,Resolved,2025-12-22,0.95
CMP800810,User_82149,Trichy,Web Portal,The roof of the government primary school is leaking heavily during the rains.,Education & School Issues,Medium,Open,2025-04-23,0.95
CMP800811,User_50819,Salem,Call Center,"Street dogs are chasing bikers at night, leading to serious road accidents.",Public Safety & Law Issues,High,Resolved,2025-05-31,0.95
CMP800812,User_90669,Salem,Call Center,The management of the local temple is not maintaining the premises properly.,General Administrative Department,High,Resolved,2025-08-08,0.95
CMP800813,User_35765,Thanjavur,Call Center,The trust managing the community hall is overcharging for local residents' bookings.,General Administrative Department,Low,Open,2025-08-14,0.95
CMP800814,User_76776,Erode,Call Center,"The local water storage tank has not been cleaned in several months, posing a health risk.",Water Supply Issues,Low,Resolved,2025-06-23,0.95
CMP800815,User_59835,Kanchipuram,Web Portal,Requesting the shifting of an electric pole that is blocking the entrance to our gate.,Electricity Issues,Low,In Progress,2026-02-26,0.95
CMP800816,User_69401,Trichy,Call Center,We have not received any water supply for the past three consecutive days in our area.,Water Supply Issues,Medium,In Progress,2025-03-26,0.95
CMP800817,User_39500,Coimbatore,Mobile App,The roof of the government primary school is leaking heavily during the rains.,Education & School Issues,Medium,In Progress,2025-12-17,0.95
CMP800818,User_99684,Vellore,Web Portal,The local government hospital is lacking basic medicines like paracetamol and insulin.,Health & Medical Issues,High,Resolved,2025-10-13,0.95
CMP800819,User_58960,Kanchipuram,Call Center,Requesting the installation of new street lights in the dark alleys of the colony.,Road & Infrastructure Issues,Medium,Open,2025-06-12,0.95
CMP800820,User_55336,Erode,Web Portal,Requesting a new water connection for a newly constructed residential building.,Water Supply Issues,High,In Progress,2025-10-15,0.95
CMP800821,User_79500,Erode,Web Portal,"Several teacher posts are vacant in the high school, affecting the students' syllabus.",Education & School Issues,High,Open,2025-04-08,0.95
CMP800822,User_22853,Vellore,Call Center,Medical waste from a nearby clinic is being disposed of in the common dustbin.,Garbage & Sanitation Issues,High,Resolved,2026-01-21,0.95
CMP800823,User_28198,Thanjavur,Web Portal,I am not being provided with a receipt for the fees paid at the municipal office.,Government Service Delivery Issues,Medium,Open,2026-01-26,0.95
CMP800824,User_48102,Coimbatore,Mobile App,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,Low,In Progress,2025-04-04,0.95
CMP800825,User_99675,Madurai,Web Portal,Requesting the installation of new street lights in the dark alleys of the colony.,Road & Infrastructure Issues,Medium,Resolved,2025-02-28,0.95
CMP800826,User_75134,Kanchipuram,Web Portal,A poisonous snake was spotted in the garden of a house near the public park.,Animal & Wildlife Issues,High,Resolved,2025-09-20,0.95
CMP800827,User_46321,Madurai,Mobile App,A dead stray animal is lying on the road and needs to be removed immediately.,Garbage & Sanitation Issues,Low,In Progress,2025-10-07,0.95
CMP800828,User_94561,Erode,Web Portal,"Rabid dogs have been sighted in the area, posing a danger to local residents.",Animal & Wildlife Issues,High,Resolved,2025-03-29,0.95
CMP800829,User_50440,Thanjavur,Web Portal,The roof of the government primary school is leaking heavily during the rains.,Education & School Issues,High,In Progress,2025-08-21,0.95
CMP800830,User_28877,Thanjavur,Mobile App,"Rabid dogs have been sighted in the area, posing a danger to local residents.",Animal & Wildlife Issues,High,Resolved,2025-08-04,0.95
CMP800831,User_36190,Chennai,Web Portal,Requesting a new water connection for a newly constructed residential building.,Water Supply Issues,Medium,Open,2025-09-04,0.95
CMP800832,User_96827,Chennai,Web Portal,Sewage water is getting mixed with the drinking water line due to a pipe crack.,Water Supply Issues,Low,Open,2025-08-01,0.95
CMP800833,User_31507,Tirunelveli,Call Center,Live electrical wires are hanging dangerously low near the school entrance.,Electricity Issues,High,In Progress,2025-12-04,0.95
CMP800834,User_12532,Madurai,Mobile App,The public toilet in the market area is extremely unhygienic and has no water.,Garbage & Sanitation Issues,High,In Progress,2025-10-02,0.95
CMP800835,User_87582,Chennai,Web Portal,"Several teacher posts are vacant in the high school, affecting the students' syllabus.",Education & School Issues,Low,Open,2026-01-20,0.95
CMP800836,User_34364,Chennai,Mobile App,An electricity transformer is sparking continuously and producing a loud humming noise.,Electricity Issues,Medium,In Progress,2025-08-18,0.95
CMP800837,User_21893,Coimbatore,Web Portal,The officer in charge of the ration card section is always absent from his seat.,Government Service Delivery Issues,High,In Progress,2025-09-04,0.95
CMP800838,User_74130,Trichy,Call Center,Mosquitoes are breeding heavily in the stagnant sewage water near our apartment.,Garbage & Sanitation Issues,High,In Progress,2025-09-02,0.95
CMP800839,User_79753,Thanjavur,Call Center,Requesting a new water connection for a newly constructed residential building.,Water Supply Issues,Low,In Progress,2025-12-31,0.95
CMP800840,User_57348,Salem,Call Center,There is a conflict regarding the ownership of the common land used for festivals.,General Administrative Department,High,Resolved,2025-11-30,0.95
CMP800841,User_98713,Chennai,Mobile App,There is a terrible stench in the area due to animal waste dumped in the open.,Garbage & Sanitation Issues,Medium,Open,2025-03-23,0.95
CMP800842,User_15093,Trichy,Call Center,A large pack of stray dogs is roaming the street and attacking pedestrians.,Animal & Wildlife Issues,High,Open,2025-12-09,0.95
CMP800843,User_45705,Coimbatore,Mobile App,The E-Seva center in our area remains closed during official working hours.,Government Service Delivery Issues,Low,In Progress,2025-10-10,0.95
CMP800844,User_36809,Thanjavur,Mobile App,"The local water storage tank has not been cleaned in several months, posing a health risk.",Water Supply Issues,High,Open,2026-01-15,0.95
CMP800845,User_53068,Salem,Web Portal,Sewage water is getting mixed with the drinking water line due to a pipe crack.,Water Supply Issues,High,In Progress,2025-11-16,0.95
CMP800846,User_10280,Coimbatore,Call Center,Illegal parking of heavy trucks is causing massive traffic jams during peak hours.,Public Safety & Law Issues,Low,In Progress,2025-06-23,0.95
CMP800847,User_58704,Thanjavur,Mobile App,"Road expansion work has been left incomplete for months, causing massive dust pollution.",Road & Infrastructure Issues,Low,In Progress,2025-04-03,0.95
CMP800848,User_39696,Thanjavur,Web Portal,The local government hospital is lacking basic medicines like paracetamol and insulin.,Health & Medical Issues,Low,In Progress,2025-10-10,0.95
CMP800849,User_70169,Erode,Web Portal,The garbage collection truck has not visited our street for the last ten days.,Garbage & Sanitation Issues,High,Resolved,2025-11-26,0.95
CMP800850,User_99206,Chennai,Web Portal,"Pigs are roaming in the garbage heaps near the residential colony, spreading disease.",Animal & Wildlife Issues,Low,Resolved,2025-09-21,0.95
CMP800851,User_89365,Erode,Call Center,Requesting regular police patrolling during the night to prevent house burglaries.,Public Safety & Law Issues,High,Open,2025-08-08,0.95
CMP800852,User_32122,Coimbatore,Web Portal,"The local water storage tank has not been cleaned in several months, posing a health risk.",Water Supply Issues,Low,In Progress,2025-04-24,0.95
CMP800853,User_12208,Trichy,Web Portal,Requesting a public hearing regarding the new commercial project in our area.,General Administrative Department,High,Open,2025-03-13,0.95
CMP800854,User_97937,Erode,Call Center,"The compound wall of the school has collapsed, allowing stray animals to enter.",Education & School Issues,High,In Progress,2025-12-02,0.95
CMP800855,User_96034,Vellore,Mobile App,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,Low,Resolved,2025-11-23,0.95
CMP800856,User_90235,Erode,Call Center,The management of the local temple is not maintaining the premises properly.,General Administrative Department,Low,Resolved,2025-04-02,0.95
CMP800857,User_52208,Madurai,Mobile App,Medical waste from a nearby clinic is being disposed of in the common dustbin.,Garbage & Sanitation Issues,Medium,Open,2025-10-07,0.95
CMP800858,User_61652,Tirunelveli,Mobile App,The public toilet in the market area is extremely unhygienic and has no water.,Garbage & Sanitation Issues,Medium,Resolved,2026-02-03,0.95
CMP800859,User_59210,Kanchipuram,Mobile App,Requesting a free vaccination camp for the children in our low-income neighborhood.,Health & Medical Issues,Medium,In Progress,2025-08-17,0.95
CMP800860,User_88979,Thanjavur,Call Center,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,Low,Resolved,2026-02-12,0.95
CMP800861,User_21900,Thanjavur,Web Portal,The fans and lights in the classrooms are not working for the last two months.,Education & School Issues,Low,In Progress,2025-08-14,0.95
CMP800862,User_85772,Trichy,Web Portal,Frequent unannounced power cuts are happening every two hours throughout the day.,Electricity Issues,High,In Progress,2025-11-02,0.95
CMP800863,User_61036,Vellore,Web Portal,Unauthorized shops and stalls have encroached upon the entire width of the footpath.,Public Safety & Law Issues,High,Resolved,2025-05-08,0.95
CMP800864,User_37248,Vellore,Web Portal,A mobile tower is being installed in a residential zone without proper permits.,General Administrative Department,High,Resolved,2025-12-27,0.95
CMP800865,User_39226,Coimbatore,Call Center,My old age pension has stopped coming without any prior notice or reason.,Government Service Delivery Issues,Medium,Resolved,2025-04-20,0.95
CMP800866,User_60175,Vellore,Mobile App,The traffic signal at the main crossroad is stuck on red for all directions.,Public Safety & Law Issues,Medium,Resolved,2025-11-19,0.95
CMP800867,User_67061,Madurai,Mobile App,A mobile tower is being installed in a residential zone without proper permits.,General Administrative Department,Medium,Resolved,2025-03-03,0.95
CMP800868,User_50264,Vellore,Call Center,The public toilet in the market area is extremely unhygienic and has no water.,Garbage & Sanitation Issues,Medium,Resolved,2025-06-09,0.95
CMP800869,User_86161,Trichy,Mobile App,Unauthorized shops and stalls have encroached upon the entire width of the footpath.,Public Safety & Law Issues,Medium,Open,2025-05-21,0.95
CMP800870,User_84419,Madurai,Web Portal,"A portion of the pavement has collapsed, making it difficult for pedestrians to walk.",Road & Infrastructure Issues,High,Resolved,2025-09-08,0.95
CMP800871,User_77320,Coimbatore,Web Portal,I am not being provided with a receipt for the fees paid at the municipal office.,Government Service Delivery Issues,Low,In Progress,2025-09-28,0.95
CMP800872,User_51727,Thanjavur,Mobile App,Stagnant water in the hospital backyard is becoming a breeding ground for mosquitoes.,Health & Medical Issues,Low,In Progress,2025-04-16,0.95
CMP800873,User_44741,Vellore,Web Portal,A dead stray animal is lying on the road and needs to be removed immediately.,Garbage & Sanitation Issues,Low,Open,2025-04-23,0.95
CMP800874,User_66236,Madurai,Call Center,Requesting regular police patrolling during the night to prevent house burglaries.,Public Safety & Law Issues,Low,Resolved,2025-07-19,0.95
CMP800875,User_37971,Kanchipuram,Call Center,The valve man has not turned on the supply at the scheduled morning time for a week.,Water Supply Issues,Medium,Open,2025-03-20,0.95
CMP800876,User_49822,Madurai,Call Center,The drinking water supplied in our colony has a brownish tint and a foul smell.,Water Supply Issues,High,Open,2025-04-25,0.95
